"ID","post_author","post_date","post_date_gmt","post_content","post_title","post_excerpt","post_status","comment_status","ping_status","post_password","post_name","to_ping","pinged","post_modified","post_modified_gmt","post_content_filtered","post_parent","guid","menu_order","post_type","post_mime_type","comment_count"
"1682","11","2023-06-28 07:28:10","2023-06-28 11:28:10",,"Raven and her friends",,"publish","open","open",,"raven-and-her-friends",,,"2024-05-29 17:04:50","2024-05-29 21:04:50",,"0","https://shad-base.com/?post_type=comic&#038;p=1682","0","comic",,"0"
"1686","11","2023-08-05 07:29:16","2023-08-05 11:29:16",,"just 2 forest elves",,"publish","open","open",,"just-2-forest-elves",,,"2024-05-29 13:00:53","2024-05-29 17:00:53",,"0","https://shad-base.com/?post_type=comic&#038;p=1686","0","comic",,"0"
"1689","11","2023-07-31 07:30:02","2023-07-31 11:30:02",,"🍷🗿",,"publish","open","open",,"%f0%9f%8d%b7%f0%9f%97%bf",,,"2024-05-29 13:00:53","2024-05-29 17:00:53",,"0","https://shad-base.com/?post_type=comic&#038;p=1689","0","comic",,"0"
"1692","11","2023-08-13 07:31:17","2023-08-13 11:31:17",,"Emoji Belle",,"publish","open","open",,"emoji-belle",,,"2024-05-29 13:00:53","2024-05-29 17:00:53",,"0","https://shad-base.com/?post_type=comic&#038;p=1692","0","comic",,"0"
"1695","11","2024-01-24 07:35:20","2024-01-24 12:35:20",,"Jan 3, 2024",,"publish","open","open",,"jan-3-2024",,,"2024-05-29 13:00:53","2024-05-29 17:00:53",,"0","https://shad-base.com/?post_type=comic&#038;p=1695","0","comic",,"0"
"1698","11","2024-04-14 07:35:56","2024-04-14 11:35:56",,"Apr 16, 2024",,"publish","open","open",,"apr-16-2024",,,"2024-05-29 13:00:53","2024-05-29 17:00:53",,"0","https://shad-base.com/?post_type=comic&#038;p=1698","0","comic",,"0"
"1702","11","2024-04-21 07:37:01","2024-04-21 11:37:01",,"parabelleum",,"publish","open","open",,"parabelleum",,,"2024-05-29 13:00:53","2024-05-29 17:00:53",,"0","https://shad-base.com/?post_type=comic&#038;p=1702","0","comic",,"0"
"1705","11","2024-05-01 07:37:42","2024-05-01 11:37:42",,"🛹",,"publish","open","open",,"%f0%9f%9b%b9",,,"2024-05-29 13:00:53","2024-05-29 17:00:53",,"0","https://shad-base.com/?post_type=comic&#038;p=1705","0","comic",,"0"
"1710","11","2024-04-23 07:40:26","2024-04-23 11:40:26",,"Apr 23, 2024",,"publish","open","open",,"apr-23-2024",,,"2024-05-29 13:00:53","2024-05-29 17:00:53",,"0","https://shad-base.com/?post_type=comic&#038;p=1710","0","comic",,"0"
"1889","11","2011-09-22 00:01:00","2011-09-22 04:01:00",,"Teenage Driving Accidents",,"publish","open","open",,"teenage-driving-accidents",,,"2024-05-29 15:40:08","2024-05-29 19:40:08",,"0","https://shad-base.com/comic/teenage-driving-accidents/","0","comic",,"0"
"1891","11","2011-09-25 00:01:00","2011-09-25 04:01:00",,"Flossing",,"publish","open","open",,"flossing",,,"2024-05-29 15:40:08","2024-05-29 19:40:08",,"0","https://shad-base.com/comic/flossing/","0","comic",,"0"
"1893","11","2011-09-28 00:01:00","2011-09-28 04:01:00",,"Snake Eater",,"publish","open","open",,"snake-eater",,,"2024-05-29 15:40:08","2024-05-29 19:40:08",,"0","https://shad-base.com/comic/snake-eater/","0","comic",,"0"
"1895","11","2011-10-01 00:01:00","2011-10-01 04:01:00",,"The Battlefield 3 Experience",,"publish","open","open",,"the-battlefield-3-experience",,,"2024-05-29 15:40:08","2024-05-29 19:40:08",,"0","https://shad-base.com/comic/the-battlefield-3-experience/","0","comic",,"0"
"1897","11","2011-10-04 00:01:00","2011-10-04 04:01:00",,"Spooky Doo",,"publish","open","open",,"spooky-doo",,,"2024-05-29 15:40:08","2024-05-29 19:40:08",,"0","https://shad-base.com/comic/spooky-doo/","0","comic",,"0"
"1899","11","2011-10-07 00:01:00","2011-10-07 04:01:00",,"Metroid Other Mission",,"publish","open","open",,"metroid-other-mission",,,"2024-05-29 15:40:08","2024-05-29 19:40:08",,"0","https://shad-base.com/comic/metroid-other-mission/","0","comic",,"0"
"1901","11","2011-10-10 00:01:00","2011-10-10 04:01:00",,"The Rage",,"publish","open","open",,"the-rage",,,"2024-05-29 15:40:08","2024-05-29 19:40:08",,"0","https://shad-base.com/comic/the-rage/","0","comic",,"0"
"1903","11","2011-10-14 00:01:00","2011-10-14 04:01:00",,"I Vil Dead",,"publish","open","open",,"i-vil-dead",,,"2024-05-29 15:40:08","2024-05-29 19:40:08",,"0","https://shad-base.com/comic/i-vil-dead/","0","comic",,"0"
"1905","11","2011-10-17 00:01:00","2011-10-17 04:01:00",,"Girl Problems",,"publish","open","open",,"girl-problems",,,"2024-05-29 13:00:54","2024-05-29 17:00:54",,"0","https://shad-base.com/comic/girl-problems/","0","comic",,"0"
"1907","11","2011-11-03 00:01:00","2011-11-03 04:01:00",,"Black Humor",,"publish","open","open",,"black-humor",,,"2024-05-29 15:40:08","2024-05-29 19:40:08",,"0","https://shad-base.com/comic/black-humor/","0","comic",,"0"
"1909","11","2011-11-06 00:01:00","2011-11-06 04:01:00",,"Planet Piss",,"publish","open","open",,"planet-piss",,,"2024-05-29 15:40:08","2024-05-29 19:40:08",,"0","https://shad-base.com/comic/planet-piss/","0","comic",,"0"
"1911","11","2011-11-10 00:01:00","2011-11-10 05:01:00",,"Skyrim",,"publish","open","open",,"skyrim",,,"2024-05-29 15:40:08","2024-05-29 19:40:08",,"0","https://shad-base.com/comic/skyrim/","0","comic",,"0"
"1913","11","2011-11-14 00:01:00","2011-11-14 05:01:00",,"Intertview",,"publish","open","open",,"intertview",,,"2024-05-29 13:00:54","2024-05-29 17:00:54",,"0","https://shad-base.com/comic/intertview/","0","comic",,"0"
"1915","11","2011-11-22 00:01:00","2011-11-22 05:01:00",,"Morph Ball",,"publish","open","open",,"morph-ball",,,"2024-05-29 13:00:54","2024-05-29 17:00:54",,"0","https://shad-base.com/comic/morph-ball/","0","comic",,"0"
"1917","11","2011-11-25 00:01:00","2011-11-25 05:01:00",,"Super Mario 3D Land",,"publish","open","open",,"super-mario-3d-land",,,"2024-05-29 15:40:08","2024-05-29 19:40:08",,"0","https://shad-base.com/comic/super-mario-3d-land/","0","comic",,"0"
"1919","11","2011-11-26 00:01:00","2011-11-26 05:01:00",,"Skywards Part 1",,"publish","open","open",,"skywards-part-1",,,"2024-05-29 15:40:08","2024-05-29 19:40:08",,"0","https://shad-base.com/comic/skywards-part-1/","0","comic",,"0"
"1921","11","2011-11-27 00:01:00","2011-11-27 05:01:00",,"Skywards Part 2",,"publish","open","open",,"skywards-part-2",,,"2024-05-29 15:40:08","2024-05-29 19:40:08",,"0","https://shad-base.com/comic/skywards-part-2/","0","comic",,"0"
"1923","11","2011-12-02 00:01:00","2011-12-02 05:01:00",,"Halo Anniversary",,"publish","open","open",,"halo-anniversary",,,"2024-05-29 13:00:54","2024-05-29 17:00:54",,"0","https://shad-base.com/comic/halo-anniversary/","0","comic",,"0"
"1925","11","2011-12-12 00:01:00","2011-12-12 05:01:00",,"Expanding Skills",,"publish","open","open",,"expanding-skills",,,"2024-05-29 13:00:54","2024-05-29 17:00:54",,"0","https://shad-base.com/comic/expanding-skills/","0","comic",,"0"
"1927","11","2012-01-04 00:01:00","2012-01-04 05:01:00",,"Dr Engino",,"publish","open","open",,"dr-engino",,,"2024-05-29 13:00:54","2024-05-29 17:00:54",,"0","https://shad-base.com/comic/dr-engino/","0","comic",,"0"
"1929","11","2012-01-15 00:01:00","2012-01-15 05:01:00",,"Dr Claw",,"publish","open","open",,"dr-claw",,,"2024-05-29 13:00:54","2024-05-29 17:00:54",,"0","https://shad-base.com/comic/dr-claw/","0","comic",,"0"
"1931","11","2012-01-26 00:01:00","2012-01-26 05:01:00",,"Suicide",,"publish","open","open",,"suicide",,,"2024-05-29 13:00:54","2024-05-29 17:00:54",,"0","https://shad-base.com/comic/suicide/","0","comic",,"0"
"1933","11","2012-02-02 00:01:00","2012-02-02 05:01:00",,"Cooking Heroine",,"publish","open","open",,"cooking-heroine",,,"2024-05-29 13:00:54","2024-05-29 17:00:54",,"0","https://shad-base.com/comic/cooking-heroine/","0","comic",,"0"
"1935","11","2012-02-15 00:01:00","2012-02-15 05:01:00",,"Meet The Pyro",,"publish","open","open",,"meet-the-pyro",,,"2024-05-29 13:00:54","2024-05-29 17:00:54",,"0","https://shad-base.com/comic/meet-the-pyro/","0","comic",,"0"
"1937","11","2012-02-19 00:01:00","2012-02-19 05:01:00",,"Revelation",,"publish","open","open",,"revelation",,,"2024-05-29 13:00:54","2024-05-29 17:00:54",,"0","https://shad-base.com/comic/revelation/","0","comic",,"0"
"1939","11","2012-02-26 00:01:00","2012-02-26 05:01:00",,"Homicide Case",,"publish","open","open",,"homicide-case",,,"2024-05-29 13:00:54","2024-05-29 17:00:54",,"0","https://shad-base.com/comic/homicide-case/","0","comic",,"0"
"1941","11","2012-03-02 00:01:00","2012-03-02 05:01:00",,"Undecent Exposure In Public",,"publish","open","open",,"undecent-exposure-in-public",,,"2024-05-29 13:00:54","2024-05-29 17:00:54",,"0","https://shad-base.com/comic/undecent-exposure-in-public/","0","comic",,"0"
"1943","11","2012-03-18 00:01:00","2012-03-18 04:01:00",,"School Of Rock",,"publish","open","open",,"school-of-rock",,,"2024-05-29 13:00:54","2024-05-29 17:00:54",,"0","https://shad-base.com/comic/school-of-rock/","0","comic",,"0"
"1945","11","2012-03-25 00:01:00","2012-03-25 04:01:00",,"Double Life",,"publish","open","open",,"double-life",,,"2024-05-29 13:00:54","2024-05-29 17:00:54",,"0","https://shad-base.com/comic/double-life/","0","comic",,"0"
"1947","11","2012-03-27 00:01:00","2012-03-27 04:01:00",,"Pretali",,"publish","open","open",,"pretali",,,"2024-05-29 13:00:54","2024-05-29 17:00:54",,"0","https://shad-base.com/comic/pretali/","0","comic",,"0"
"1949","11","2012-03-31 00:01:00","2012-03-31 04:01:00",,"April Fool",,"publish","open","open",,"april-fool",,,"2024-05-29 13:00:54","2024-05-29 17:00:54",,"0","https://shad-base.com/comic/april-fool/","0","comic",,"0"
"1951","11","2012-04-04 00:01:00","2012-04-04 04:01:00",,"Alien Powers",,"publish","open","open",,"alien-powers",,,"2024-05-29 13:00:54","2024-05-29 17:00:54",,"0","https://shad-base.com/comic/alien-powers/","0","comic",,"0"
"1953","11","2012-04-08 00:01:00","2012-04-08 04:01:00",,"The Godson",,"publish","open","open",,"the-godson",,,"2024-05-29 13:00:54","2024-05-29 17:00:54",,"0","https://shad-base.com/comic/the-godson/","0","comic",,"0"
"1955","11","2012-04-11 00:01:00","2012-04-11 04:01:00",,"Kid Kratos",,"publish","open","open",,"kid-kratos",,,"2024-05-29 13:00:54","2024-05-29 17:00:54",,"0","https://shad-base.com/comic/kid-kratos/","0","comic",,"0"
"1957","11","2012-04-15 00:01:00","2012-04-15 04:01:00",,"Skull Skanks",,"publish","open","open",,"skull-skanks",,,"2024-05-29 13:00:54","2024-05-29 17:00:54",,"0","https://shad-base.com/comic/skull-skanks/","0","comic",,"0"
"1959","11","2012-04-19 00:01:00","2012-04-19 04:01:00",,"Spy Cam",,"publish","open","open",,"spy-cam",,,"2024-05-29 13:00:54","2024-05-29 17:00:54",,"0","https://shad-base.com/comic/spy-cam/","0","comic",,"0"
"1961","11","2012-04-22 00:01:00","2012-04-22 04:01:00",,"Delayed Forever",,"publish","open","open",,"delayed-forever",,,"2024-05-29 13:00:54","2024-05-29 17:00:54",,"0","https://shad-base.com/comic/delayed-forever/","0","comic",,"0"
"1963","11","2012-04-25 00:01:00","2012-04-25 04:01:00",,"Joy Of Multiplayer",,"publish","open","open",,"joy-of-multiplayer",,,"2024-05-29 13:00:54","2024-05-29 17:00:54",,"0","https://shad-base.com/comic/joy-of-multiplayer/","0","comic",,"0"
"1965","11","2012-05-03 00:01:00","2012-05-03 04:01:00",,"Wife",,"publish","open","open",,"wife",,,"2024-05-29 13:00:54","2024-05-29 17:00:54",,"0","https://shad-base.com/comic/wife/","0","comic",,"0"
"1967","11","2012-05-06 00:01:00","2012-05-06 04:01:00",,"Help The Blind",,"publish","open","open",,"help-the-blind",,,"2024-05-29 13:00:54","2024-05-29 17:00:54",,"0","https://shad-base.com/comic/help-the-blind/","0","comic",,"0"
"1969","11","2012-05-07 00:01:00","2012-05-07 04:01:00",,"Open Link",,"publish","open","open",,"open-link",,,"2024-05-29 13:00:54","2024-05-29 17:00:54",,"0","https://shad-base.com/comic/open-link/","0","comic",,"0"
"1971","11","2012-05-07 00:01:00","2012-05-07 04:01:00",,"Zfour Sword Anal",,"publish","open","open",,"zfour-sword-anal",,,"2024-05-29 13:00:54","2024-05-29 17:00:54",,"0","https://shad-base.com/comic/zfour-sword-anal/","0","comic",,"0"
"1973","11","2012-05-09 00:01:00","2012-05-09 04:01:00",,"Unusual Jarate",,"publish","open","open",,"unusual-jarate",,,"2024-05-29 13:00:54","2024-05-29 17:00:54",,"0","https://shad-base.com/comic/unusual-jarate/","0","comic",,"0"
"1975","11","2012-05-12 00:01:00","2012-05-12 04:01:00",,"Nostalgic Criteria",,"publish","open","open",,"nostalgic-criteria",,,"2024-05-29 13:00:54","2024-05-29 17:00:54",,"0","https://shad-base.com/comic/nostalgic-criteria/","0","comic",,"0"
"1977","11","2012-05-16 00:01:00","2012-05-16 04:01:00",,"Teeny Titans",,"publish","open","open",,"teeny-titans",,,"2024-05-29 22:53:12","2024-05-30 02:53:12",,"0","https://shad-base.com/comic/teeny-titans/","0","comic",,"0"
"1979","11","2012-05-16 00:01:00","2012-05-16 04:01:00",,"Zwet Jinxy",,"publish","open","open",,"zwet-jinxy",,,"2012-05-16 00:01:00","2012-05-16 04:01:00",,"0","https://shad-base.com/comic/zwet-jinxy/","0","comic",,"0"
"1981","11","2012-05-16 00:01:00","2012-05-16 04:01:00",,"Zwet Jinxyx",,"publish","open","open",,"zwet-jinxyx",,,"2012-05-16 00:01:00","2012-05-16 04:01:00",,"0","https://shad-base.com/comic/zwet-jinxyx/","0","comic",,"0"
"1983","11","2012-05-16 00:01:00","2012-05-16 04:01:00",,"Zwet Jinxyxx",,"publish","open","open",,"zwet-jinxyxx",,,"2012-05-16 00:01:00","2012-05-16 04:01:00",,"0","https://shad-base.com/comic/zwet-jinxyxx/","0","comic",,"0"
"1991","11","2012-05-26 00:01:00","2012-05-26 04:01:00",,"Precious",,"publish","open","open",,"precious",,,"2012-05-26 00:01:00","2012-05-26 04:01:00",,"0","https://shad-base.com/comic/precious/","0","comic",,"0"
"1993","11","2012-05-28 00:01:00","2012-05-28 04:01:00",,"Spanked Milf",,"publish","open","open",,"spanked-milf",,,"2012-05-28 00:01:00","2012-05-28 04:01:00",,"0","https://shad-base.com/comic/spanked-milf/","0","comic",,"0"
"1995","11","2012-05-28 00:01:00","2012-05-28 04:01:00",,"Spanked Milf2",,"publish","open","open",,"spanked-milf2",,,"2012-05-28 00:01:00","2012-05-28 04:01:00",,"0","https://shad-base.com/comic/spanked-milf2/","0","comic",,"0"
"1997","11","2012-05-28 00:01:00","2012-05-28 04:01:00",,"Spanked Milf3",,"publish","open","open",,"spanked-milf3",,,"2012-05-28 00:01:00","2012-05-28 04:01:00",,"0","https://shad-base.com/comic/spanked-milf3/","0","comic",,"0"
"1999","11","2012-05-28 00:01:00","2012-05-28 04:01:00",,"Spanked Milf4",,"publish","open","open",,"spanked-milf4",,,"2012-05-28 00:01:00","2012-05-28 04:01:00",,"0","https://shad-base.com/comic/spanked-milf4/","0","comic",,"0"
"2001","11","2012-05-30 00:01:00","2012-05-30 04:01:00",,"Game Of Bones",,"publish","open","open",,"game-of-bones",,,"2012-05-30 00:01:00","2012-05-30 04:01:00",,"0","https://shad-base.com/comic/game-of-bones/","0","comic",,"0"
"2003","11","2012-06-05 00:01:00","2012-06-05 04:01:00",,"Amon Korrath",,"publish","open","open",,"amon-korrath",,,"2012-06-05 00:01:00","2012-06-05 04:01:00",,"0","https://shad-base.com/comic/amon-korrath/","0","comic",,"0"
"2005","11","2012-06-06 00:01:00","2012-06-06 04:01:00",,"Bloody Bending",,"publish","open","open",,"bloody-bending",,,"2012-06-06 00:01:00","2012-06-06 04:01:00",,"0","https://shad-base.com/comic/bloody-bending/","0","comic",,"0"
"2007","11","2012-06-08 00:01:00","2012-06-08 04:01:00",,"Leatherface",,"publish","open","open",,"leatherface",,,"2012-06-08 00:01:00","2012-06-08 04:01:00",,"0","https://shad-base.com/comic/leatherface/","0","comic",,"0"
"2011","11","2012-06-10 00:01:00","2012-06-10 04:01:00",,"Girls Night Out",,"publish","open","open",,"girls-night-out",,,"2012-06-10 00:01:00","2012-06-10 04:01:00",,"0","https://shad-base.com/comic/girls-night-out/","0","comic",,"0"
"2013","11","2012-06-13 00:01:00","2012-06-13 04:01:00",,"Let Me Be Frank",,"publish","open","open",,"let-me-be-frank",,,"2012-06-13 00:01:00","2012-06-13 04:01:00",,"0","https://shad-base.com/comic/let-me-be-frank/","0","comic",,"0"
"2015","11","2012-06-14 00:01:00","2012-06-14 04:01:00",,"Pyrony",,"publish","open","open",,"pyrony",,,"2012-06-14 00:01:00","2012-06-14 04:01:00",,"0","https://shad-base.com/comic/pyrony/","0","comic",,"0"
"2017","11","2012-06-15 00:01:00","2012-06-15 04:01:00",,"Tamaran Sisters",,"publish","open","open",,"tamaran-sisters",,,"2012-06-15 00:01:00","2012-06-15 04:01:00",,"0","https://shad-base.com/comic/tamaran-sisters/","0","comic",,"0"
"2019","11","2012-06-16 00:01:00","2012-06-16 04:01:00",,"New Bending Skill",,"publish","open","open",,"new-bending-skill",,,"2012-06-16 00:01:00","2012-06-16 04:01:00",,"0","https://shad-base.com/comic/new-bending-skill/","0","comic",,"0"
"2021","11","2012-06-26 00:01:00","2012-06-26 04:01:00",,"Mother Knows Best",,"publish","open","open",,"mother-knows-best",,,"2012-06-26 00:01:00","2012-06-26 04:01:00",,"0","https://shad-base.com/comic/mother-knows-best/","0","comic",,"0"
"2023","11","2012-06-27 00:01:00","2012-06-27 04:01:00",,"Pedomom",,"publish","open","open",,"pedomom",,,"2012-06-27 00:01:00","2012-06-27 04:01:00",,"0","https://shad-base.com/comic/pedomom/","0","comic",,"0"
"2025","11","2012-07-01 00:01:00","2012-07-01 04:01:00",,"Panty And Stocking Pets",,"publish","open","open",,"panty-and-stocking-pets",,,"2012-07-01 00:01:00","2012-07-01 04:01:00",,"0","https://shad-base.com/comic/panty-and-stocking-pets/","0","comic",,"0"
"2027","11","2012-07-01 00:01:00","2012-07-01 04:01:00",,"Panty And Stocking Petsx",,"publish","open","open",,"panty-and-stocking-petsx",,,"2012-07-01 00:01:00","2012-07-01 04:01:00",,"0","https://shad-base.com/comic/panty-and-stocking-petsx/","0","comic",,"0"
"2029","11","2012-07-02 00:01:00","2012-07-02 04:01:00",,"Hotd Bath",,"publish","open","open",,"hotd-bath",,,"2012-07-02 00:01:00","2012-07-02 04:01:00",,"0","https://shad-base.com/comic/hotd-bath/","0","comic",,"0"
"2031","11","2012-07-07 00:01:00","2012-07-07 04:01:00",,"Name Calling",,"publish","open","open",,"name-calling",,,"2012-07-07 00:01:00","2012-07-07 04:01:00",,"0","https://shad-base.com/comic/name-calling/","0","comic",,"0"
"2033","11","2012-07-09 00:01:00","2012-07-09 04:01:00",,"I Totally See Spies",,"publish","open","open",,"i-totally-see-spies",,,"2012-07-09 00:01:00","2012-07-09 04:01:00",,"0","https://shad-base.com/comic/i-totally-see-spies/","0","comic",,"0"
"2035","11","2012-07-13 00:01:00","2012-07-13 04:01:00",,"Kimmie & Shego Part 1",,"publish","open","open",,"kimmie-shego-part-1",,,"2012-07-13 00:01:00","2012-07-13 04:01:00",,"0","https://shad-base.com/comic/kimmie-shego-part-1/","0","comic",,"0"
"2037","11","2012-07-14 00:01:00","2012-07-14 04:01:00",,"Kimmie & Shego Part 2",,"publish","open","open",,"kimmie-shego-part-2",,,"2012-07-14 00:01:00","2012-07-14 04:01:00",,"0","https://shad-base.com/comic/kimmie-shego-part-2/","0","comic",,"0"
"2039","11","2012-07-15 00:01:00","2012-07-15 04:01:00",,"Kimmie & Shego Part 3",,"publish","open","open",,"kimmie-shego-part-3",,,"2012-07-15 00:01:00","2012-07-15 04:01:00",,"0","https://shad-base.com/comic/kimmie-shego-part-3/","0","comic",,"0"
"2041","11","2012-07-16 00:01:00","2012-07-16 04:01:00",,"Kimmie & Shego Ending",,"publish","open","open",,"kimmie-shego-ending",,,"2012-07-16 00:01:00","2012-07-16 04:01:00",,"0","https://shad-base.com/comic/kimmie-shego-ending/","0","comic",,"0"
"2043","11","2012-07-19 00:01:00","2012-07-19 04:01:00",,"Gwenita",,"publish","open","open",,"gwenita",,,"2012-07-19 00:01:00","2012-07-19 04:01:00",,"0","https://shad-base.com/comic/gwenita/","0","comic",,"0"
"2045","11","2012-07-22 00:01:00","2012-07-22 04:01:00",,"The Dark Knight Rises",,"publish","open","open",,"the-dark-knight-rises",,,"2012-07-22 00:01:00","2012-07-22 04:01:00",,"0","https://shad-base.com/comic/the-dark-knight-rises/","0","comic",,"0"
"2047","11","2012-07-23 00:01:00","2012-07-23 04:01:00",,"Kim Fuckable",,"publish","open","open",,"kim-fuckable",,,"2012-07-23 00:01:00","2012-07-23 04:01:00",,"0","https://shad-base.com/comic/kim-fuckable/","0","comic",,"0"
"2049","11","2012-07-26 00:01:00","2012-07-26 04:01:00",,"Kimplants Page 1",,"publish","open","open",,"kimplants-page-1",,,"2012-07-26 00:01:00","2012-07-26 04:01:00",,"0","https://shad-base.com/comic/kimplants-page-1/","0","comic",,"0"
"2051","11","2012-07-28 00:01:00","2012-07-28 04:01:00",,"Kimplants Page 2",,"publish","open","open",,"kimplants-page-2",,,"2012-07-28 00:01:00","2012-07-28 04:01:00",,"0","https://shad-base.com/comic/kimplants-page-2/","0","comic",,"0"
"2053","11","2012-07-31 00:01:00","2012-07-31 04:01:00",,"Kimplants Page 3",,"publish","open","open",,"kimplants-page-3",,,"2012-07-31 00:01:00","2012-07-31 04:01:00",,"0","https://shad-base.com/comic/kimplants-page-3/","0","comic",,"0"
"2055","11","2012-08-02 00:01:00","2012-08-02 04:01:00",,"Kimplants Page 4",,"publish","open","open",,"kimplants-page-4",,,"2012-08-02 00:01:00","2012-08-02 04:01:00",,"0","https://shad-base.com/comic/kimplants-page-4/","0","comic",,"0"
"2057","11","2012-08-04 00:01:00","2012-08-04 04:01:00",,"Kimplants Page 5",,"publish","open","open",,"kimplants-page-5",,,"2012-08-04 00:01:00","2012-08-04 04:01:00",,"0","https://shad-base.com/comic/kimplants-page-5/","0","comic",,"0"
"2059","11","2012-08-07 00:01:00","2012-08-07 04:01:00",,"Kimplants Page 6",,"publish","open","open",,"kimplants-page-6",,,"2012-08-07 00:01:00","2012-08-07 04:01:00",,"0","https://shad-base.com/comic/kimplants-page-6/","0","comic",,"0"
"2061","11","2012-08-10 00:01:00","2012-08-10 04:01:00",,"Kimplants Page 6",,"publish","open","open",,"kimplants-page-6-2",,,"2012-08-10 00:01:00","2012-08-10 04:01:00",,"0","https://shad-base.com/comic/kimplants-page-6-2/","0","comic",,"0"
"2063","11","2012-08-10 00:01:00","2012-08-10 04:01:00",,"Kimplants Page 6x",,"publish","open","open",,"kimplants-page-6x",,,"2012-08-10 00:01:00","2012-08-10 04:01:00",,"0","https://shad-base.com/comic/kimplants-page-6x/","0","comic",,"0"
"2065","11","2012-08-16 00:01:00","2012-08-16 04:01:00",,"Kimplants Page 8",,"publish","open","open",,"kimplants-page-8",,,"2012-08-16 00:01:00","2012-08-16 04:01:00",,"0","https://shad-base.com/comic/kimplants-page-8/","0","comic",,"0"
"2067","11","2012-08-19 00:01:00","2012-08-19 04:01:00",,"Kimplants Page 9",,"publish","open","open",,"kimplants-page-9",,,"2012-08-19 00:01:00","2012-08-19 04:01:00",,"0","https://shad-base.com/comic/kimplants-page-9/","0","comic",,"0"
"2069","11","2012-08-22 00:01:00","2012-08-22 04:01:00",,"Kimplants Page 10",,"publish","open","open",,"kimplants-page-10",,,"2012-08-22 00:01:00","2012-08-22 04:01:00",,"0","https://shad-base.com/comic/kimplants-page-10/","0","comic",,"0"
"2071","11","2012-08-24 00:01:00","2012-08-24 04:01:00",,"Kimplants Page 11",,"publish","open","open",,"kimplants-page-11",,,"2012-08-24 00:01:00","2012-08-24 04:01:00",,"0","https://shad-base.com/comic/kimplants-page-11/","0","comic",,"0"
"2073","11","2012-08-25 00:01:00","2012-08-25 04:01:00",,"Kimplants Final Page",,"publish","open","open",,"kimplants-final-page",,,"2012-08-25 00:01:00","2012-08-25 04:01:00",,"0","https://shad-base.com/comic/kimplants-final-page/","0","comic",,"0"
